Harga_Pesanan,Jarak_Kirim_KM,Waktu_Tunggu_Menit,Rating_Pelanggan,Status_Pesanan,Kategori_Menu_Kopi,Kategori_Menu_Martabak,Kategori_Menu_Mie,Status_Promo_True,Tingkat_Keluhan_Tidak Ada,Tingkat_Keluhan_Tinggi
-0.18124990708457792,-0.3037261085161489,0.319032898529948,-0.15436822918751936,2,True,False,False,False,True,False
-0.16043131744255432,0.24439837311164586,1.0604424669640462,-0.15436822918751936,2,False,False,True,False,True,False
-0.13874528656544638,3.3047133800065387,1.9501339490849643,-0.15436822918751936,2,False,True,False,True,False,False
-0.17344293596881907,-0.23654106888358822,-0.1999537993739208,0.9464119286093874,2,True,False,False,False,True,False
-0.11445693198308549,-0.7120580087717997,0.319032898529948,-0.15436822918751936,2,False,False,False,True,False,False
-0.09363834234106187,0.14530736426263924,-0.7189404972777896,0.9464119286093874,2,False,False,False,True,True,False
-0.09277090110597755,2.9508038041141327,1.5052882080245054,-0.15436822918751936,2,False,False,False,True,True,False
-0.1647685236179759,-0.8369333021858248,-0.7930814541211995,-1.255148386984426,2,False,False,True,True,False,False
-0.13180575668477185,-0.6319777808494202,-0.4223766699041503,-0.15436822918751936,0,False,True,False,False,True,False
-0.1300708742146032,-0.23524179504704307,-0.7930814541211995,0.9464119286093874,0,False,True,False,False,True,False
-0.140480169035615,-0.8456373738552095,0.7638786395904069,-0.15436822918751936,2,False,False,False,False,True,False
-0.16216619991272294,-0.8661074797913351,-0.27409475621733065,0.9464119286093874,2,False,False,True,True,False,False
-0.13701040409527773,-0.6150925313787166,-1.0155043246514288,-0.15436822918751936,2,False,False,True,True,True,False
-0.11185460827783254,1.0230839941205756,-0.12581284253051098,-1.255148386984426,2,False,False,False,False,False,False
-0.17170805349865043,-0.8661074797913351,-0.7189404972777896,-0.15436822918751936,2,False,False,False,True,True,False
-0.14828714015137387,-0.46169472133256567,-0.051671885687101154,-0.15436822918751936,2,False,False,False,False,False,False
-0.11445693198308549,0.43851613740956363,1.653570121711325,-0.15436822918751936,2,False,False,False,False,True,False
-0.17691270090915634,2.1084390272223903,1.7277110785547347,-1.255148386984426,2,True,False,False,False,False,False
-0.17170805349865043,3.3110789350854395,1.7277110785547347,-3.4567087025782395,1,True,False,False,False,False,True
-0.10664996086732663,-0.4741416792167375,-1.1637862383382487,0.9464119286093874,2,False,False,False,False,True,False
-0.12573366803918162,2.0487880458150527,1.8759929922415544,-1.255148386984426,2,False,True,False,True,False,True
-0.11619181445325412,-0.8661074797913351,0.0966100279997185,-0.15436822918751936,2,False,False,False,False,True,False
-0.07628951763937553,0.37045779178154203,-0.9413633678080191,0.9464119286093874,0,False,False,False,False,True,False
-0.15782899373730136,0.020288141575276624,0.0966100279997185,-0.15436822918751936,2,True,False,False,False,True,False
-0.15782899373730136,-0.7424146319007974,-1.3120681520250683,0.9464119286093874,2,True,False,False,True,False,False
-0.14134761027069934,-0.30997845566676435,-1.1637862383382487,-0.15436822918751936,2,False,True,False,False,True,False
-0.1647685236179759,-0.3037261085161489,0.5414557690601774,-0.15436822918751936,2,False,False,False,False,True,False
-0.1647685236179759,1.0717396257153318,1.5052882080245054,-0.15436822918751936,2,True,False,False,True,False,False
-0.16043131744255432,-0.5821564905078764,-1.0155043246514288,0.9464119286093874,2,True,False,False,False,True,False
-0.1101197258076639,-0.026659958171937382,-0.12581284253051098,-1.255148386984426,0,False,False,False,False,False,False
-0.12226390309884434,-0.8597049234040884,-0.8672224109646093,0.9464119286093874,2,False,True,False,False,True,False
-0.08236160628496575,-0.8001265143650904,-1.3120681520250683,-0.15436822918751936,2,False,False,False,False,True,False
11.720911279507341,3.9183153163476905,2.6915435175190625,-1.255148386984426,2,False,False,False,False,False,False
-0.1647685236179759,0.39986868360789335,0.9121605532772267,0.9464119286093874,2,False,False,True,False,False,False
-0.13180575668477185,2.322093449399998,1.4311472511810954,-0.15436822918751936,2,False,False,True,False,False,False
-0.13440808039002478,-0.6769392202284934,-0.1999537993739208,-1.255148386984426,2,False,False,True,True,True,False
-0.10578251963224232,-0.8526123082952398,-1.0155043246514288,0.9464119286093874,2,False,False,False,False,True,False
-0.14741969891628956,-0.318804317934976,-1.1637862383382487,-2.355928544781333,2,False,False,False,False,False,True
-0.1647685236179759,-0.3360287206024838,0.6155967259035873,-0.15436822918751936,2,False,True,False,False,True,False
-0.16650340608814454,-0.3037261085161489,-1.3120681520250683,-0.15436822918751936,2,True,False,False,True,True,False
-0.12833599174443458,0.320350260669374,1.5052882080245054,-0.15436822918751936,2,False,False,False,True,False,True
-0.18124990708457792,-0.5759294957462617,0.24489194168653816,0.9464119286093874,2,True,False,False,False,False,False
-0.15349178756187978,-0.3037261085161489,-0.4965176267475601,-0.15436822918751936,2,False,False,False,False,True,False
-0.15782899373730136,-0.62281198536724,-0.7930814541211995,-0.15436822918751936,2,False,False,True,True,True,False
-0.10144531345682073,-0.18519631921865726,-0.4223766699041503,0.9464119286093874,2,False,False,False,True,True,False
-0.12660110927426593,0.29468041663247035,0.3931738553733578,-0.15436822918751936,2,False,True,False,False,True,False
-0.09363834234106187,-0.3616871068389236,-0.12581284253051098,0.9464119286093874,2,False,False,False,False,True,False
-0.17084061226356612,-0.2711360329027439,-0.8672224109646093,-0.15436822918751936,2,True,False,False,False,True,False
-0.1656359648530602,-0.8661074797913351,-0.7930814541211995,-0.15436822918751936,2,True,False,False,False,True,False
-0.09884298975156777,1.491890713071829,0.8380195964338167,0.9464119286093874,2,False,False,False,True,True,False
-0.14308249274086796,1.6765635929332785,1.1345834238074561,0.9464119286093874,2,False,False,True,False,False,False
-0.1456848164461209,0.14450880838213287,1.7277110785547347,-2.355928544781333,0,False,True,False,False,False,True
-0.13874528656544638,-0.8661074797913351,-0.7189404972777896,-0.15436822918751936,2,False,False,True,False,True,False
-0.14134761027069934,-0.24596688057655786,-1.3120681520250683,-0.15436822918751936,2,False,False,True,True,True,False
-0.16737084732322885,-0.017899987289533868,-0.8672224109646093,-0.15436822918751936,0,True,False,False,True,False,False
-0.15349178756187978,4.338139363930628,2.988107344892702,-0.15436822918751936,2,False,False,True,False,True,False
-0.08062672381479712,4.653483075640301,3.1363892585795217,-3.4567087025782395,1,False,False,False,False,False,True
-0.12833599174443458,0.9655041764678015,0.0966100279997185,-0.15436822918751936,2,False,False,False,False,False,False
-0.15088946385662683,-0.3037261085161489,0.319032898529948,0.9464119286093874,2,False,False,False,False,True,False
5.701736549257262,2.1104996556042646,1.8018520353981446,-0.15436822918751936,2,False,False,False,False,True,False
-0.17604525967407203,-0.0627909640705045,-0.4965176267475601,-0.15436822918751936,2,True,False,False,False,True,False
-0.13440808039002478,-0.3037261085161489,-1.3120681520250683,0.9464119286093874,2,False,False,False,False,True,False
-0.16303364114780727,-0.5000790514156072,0.0966100279997185,-0.15436822918751936,2,False,False,True,False,True,False
-0.1647685236179759,-0.6415806750672182,-0.4965176267475601,0.9464119286093874,2,True,False,False,False,False,True
-0.12226390309884434,-0.39801819884830025,0.6155967259035873,-0.15436822918751936,2,False,False,False,True,True,False
-0.1699731710284818,-0.8661074797913351,-1.3120681520250683,0.9464119286093874,2,True,False,False,False,True,False
